Calm down,Mitigate,make something less serious or painful.,Emergency funds are being provided to help Mitigate the effects of the disaster.,
Calm down,Mollify,reduce someone's anger or worry.,He tried to Mollify his critics with an apology.,
Calm down,Pacify,reduce someone's anger or worry.,She resigned from her position to Pacify her accusers.,
Calm down,Placate,make someone less angry.,The angry customer was not Placated by the clerk's apology.,
Calm down,Propitiate,calm someone down or make someone happy.,He made an offering to Propitiate the angry gods.,
Calm down,Solace,help and comfort in times of distress.,Any Solace from a price reduction might only be short-term.,
Calm down,Temper,to moderate or mitigate.,The judge Tempered his justice with mercy.,
Calm down,X Exacerbate,to make something worse.,The proposed factory shutdown would only exacerbate our unemployment,
Crucial / Significant / Important,CARDINAL,important.,My CARDINAL rule is to always be honest.,
Crucial / Significant / Important,CORE,central or important part.,Concern for the environment is at the CORE of our policies.,
Crucial / Significant / Important,FOREMOST,first in place or rank.,The governor was FOREMOST among those who condemned the violence.,
Crucial / Significant / Important,IMPERATIE,important.,It is absolutely IMPERATIE that we finish by next week.,
Crucial / Significant / Important,INDISPENSIBLE,absolutely important.,An indispensable member of the staff.,
Crucial / Significant / Important,MANDATORY,absolutely necessary,This offense carries a MANDATORY life sentence.,
Crucial / Significant / Important,MOMENTOUS,very important.,My college graduation was a MOMENTOUS day in my life.,
Crucial / Significant / Important,PARAMOUNT,very important,maintaining the secrecy of the agreement is PARAMOUNT.,
Crucial / Significant / Important,PIVOTAL,very important.,She is at a PIVOTAL point in her career.,
Crucial / Significant / Important,SALIENT,most important.,She pointed out the SALIENT features of the new design.,
Difficult to understand,Abstract,difficult to understand.,Most students find this text Abstract.,
Difficult to understand,Abstruse,difficult to understand.,You're not the only one who finds Einsteins theory Abstruse.,
Difficult to understand,arcane,difficult to understand.,Grammatical rules seem arcane to students who were never taught grammar.,
Difficult to understand,Esoteric,meant for or understood only by few people.,Metaphysics is such an Esoteric subect.,
Difficult to understand,Mystical,difficult to understand.,Most scholars are puzzled by these Mystical theories.,
Difficult to understand,Obscure,unclear or difficult to understand.,We went to see one of Shakespeares more Obscure plays.,
Difficult to understand,Occult,mysterious.,It is an Occult phenomenon.,
Difficult to understand,Recondite,little known.,This is a a Recondite subject.,
Difficult to understand,X Perspicuous,easy to understand.,The language they have used for this purpose is simple and perspicuous .,
Difficult to understand,Cease,to end or stop.,You never Cease to amaze me !,
Difficult to understand,Culminate,reach the climax or hihest state of development.,Their summer tour will Culminate with a spectacular concert in London.,
Difficult to understand,Terminate,to end something.,our contract of employment Terminates in December.,
Difficult to understand,Ardor/Ardent,great enthusiasm and passion.,She spoke persuasively and with ardor.,
Difficult to understand,Avid,very enthusiastic.,He is an Avid admirer of horror movies.,
Difficult to understand,Dynamic,positive in attitude and full of energy.,She has got a Dynamic personality.,
Difficult to understand,Ebullient,cheerful and full of energy.,The boss was in an Ebullient mood.,
Difficult to understand,Effervescent,lively.,He has got a warm; Effervescent personality.,
Difficult to understand,Effusive,gushing; unrestrained praise; pleasure or approval.,They offered Effusive thanks for our help.,
Difficult to understand,Exuberant,full of energy; excitement and happiness.,She gave an Exuberant performance.,
Difficult to understand,Fervent/Fervor,great enthusiasm and passion.,Indians are engaged in a fervent debate over corruption.,
Difficult to understand,Frisky,lively or playful.,The kids became Frisky after we gave them balloons and candies.,
Difficult to understand,Gushing,showing unrestrained enthusiasm.,Everyone has been Gushing over the baby.,
Difficult to understand,Impassioned,showing great enthusiasm and passion.,His lawyer made an Impassioned argument in his defense.,
Difficult to understand,Vivacious,lively,He had three pretty; Vivacious daughters.,
Difficult to understand,X Dampen,lessen in force or effect.,None of the setbacks could dampen his enthusiasm for the enthusiasm for the,
Difficult to understand,Zealous/Zest,showing great enthusiasm and passion.,The detective was zealous in her pursuit of the kidnappers.,
Express sympathy,Commiserate,show sympathy.,The players Commiserated over their loss in the championship game.,
Express sympathy,Condolence,sympathy towards someone who has suffered a loss.,The governor issued a statement of Condolence to the victims' families.,
Express sympathy,Empathy,ability to understand another persons feelings.,He felt great Empathy with the poor.,
Happy /joy,Beam,to smile radiantly.,She was Beaming with pleasure.,
Happy /joy,Beatific,very happy.,He has got a Beatific expression on his face.,
Happy /joy,Blithe,cheerful.,Everyone loved her for her Blithe spirit.,
Happy /joy,Ecstasy,extreme happiness.,His performance sent the audience into Ecstasy.,
Happy /joy,Elated,very happy.,The discovery has Elated researchers.,
Happy /joy,Euphoria,extreme happiness.,The initial Euphoria following their victory in the election has now subsided.,
Happy /joy,Exhilaration,extreme happiness or excitement.,The atmosphere in the camp was one of excitement and Exhilaration.,
Happy /joy,Exultant,very happy .,Researchers are Exultant about the new discovery.,
Happy /joy,Facetious,amusing or humorous .,A Facetious remark.,
Happy /joy,Felicity,great happiness.,He told his friends that marriage had brought him a Felicity that he had never,
Happy /joy,Gaiety,cheerfulness .,The colorful flags added to the Gaiety of the occasion.,
Happy /joy,Jest,joke.,You should know that our teasing was done entirely in Jest.,
Happy /joy,Jocular,humorous.,He is a Jocular man; who could make the most serious people smile.,
Happy /joy,Jocund,happy and cheerful.,Old friends engaged in Jocund teasing.,
Happy /joy,Example: I love all the warmhearted Jollity of the holiday season. Jovial,cheerful and,He was in a Jovial mood.,
Happy /joy,Jubilant,very happy.,The fans were in a Jubilant mood after the victory.,
Happy /joy,Rapturous,showing great happiness.,As the orchestra started playing; the audience became Rapturous.,
Happy /joy,Regale,entertain someone with a story.,During winters; he used to come home and Regale us with his adventures.,
Happy /joy,Sanguine,cheerfully optismistic.,They are less Sanguine about the company's long- term prospects.,
Happy /joy,Uproarious,very funny.,An Uproarious movie.,
Happy /joy,Waggish,humorous.,He has a Waggish nature.,
Hardworking,Assiduous,hardworking.,They were Assiduous in their search for all the latest facts and figures.,
Hardworking,Diligent,hardworking,A Diligent student. Industrious hardworking.,
Hardworking,Diligent,hardworking,An Industrious worker.,
Hardworking,Painstaking,done with great care and effort.,The event had been planned with Painstaking attention to detail.,
Hardworking,Sedulous,hardworking,He was Sedulous in completing the tasks given to him.,
Hardworking,Toil,to work very hard.,Hundreds of men Toiled for years at building the pyramid.,
Irregular /At Intervals,Fitfully,happening irregularly.,Several fitful attempts at negotiation have failed.,
Irregular /At Intervals,Intermittent,happening irregularly.,The patient was having Intermittent pains in his chest.,
Irregular /At Intervals,Occassional,happening or done sometimes but not often.,He spent five years in Paris; with occasional visits to Italy.,
Irregular /At Intervals,Spasmodic,happening irregularly.,He made only Spasmodic attempts to lose weight.,
Irregular /At Intervals,Sporadic,happening irregularly.,Fighting continued Sporadically for two months.,
Lacking energy / lazy,Indolent,lazy.,The Indolent boy was forced to help out with the chores.,
Lacking energy / lazy,Lackadaisical,lacking energy or enthusiasm,His teachers did not approve of his Lackadaisical approach to homework.,
Lacking energy / lazy,Lackluster,lacking energy or enthusiasm.,This was a a Lackluster performance.,
Lacking energy / lazy,Languid,slow or lazy.,They proceeded at a Languid pace.,
Lacking energy / lazy,Lassitude,lacking energy or enthusiasm.,Symptoms of the disease include paleness and Lassitude.,
Lacking energy / lazy,Lethargic,lazy or lacking energy.,A big meal always makes me Lethargic and sleepy.,
Lacking energy / lazy,Listless,lacking energy or enthusiasm.,The heat made everyone tired and Listless.,
Lacking energy / lazy,Sloth,laziness.,The youth is inclined more toward Sloth than athletics.,
Lacking energy / lazy,Sluggish,moving slowly.,The game picked up after a Sluggish start.,
Lacking energy / lazy,Torpor/Torpid,slow; inactive or lacking energy.,Animals were found to be quite torpid; but capable of swimming.,
Never ending / non stop,Chronic,long lasting and recurring.,Inflation has become a Chronic condition in the economy.,
Never ending / non stop,Incessant,never ending.,The Incessant noise from outside was a real distraction during the test.,
Never ending / non stop,Ineorable,can not be stopped.,There has been an Ineorable rise of crime in Delhi.,
Never ending / non stop,Interminable,never ending,An Interminable desert.,
Never ending / non stop,Perennial,never ending.,Flooding is a Perennial problem for people living by the river.,
Never ending / non stop,Relentless,never ending; constant.,Her Relentless optimism held the team together.,
Ordinary,Banal,boring or unexciting.,The acting was Banal; but the story was good.,
Ordinary,Bromide,an unoriginal idea.,His speech had nothing more to offer than the usual Bromides about how,
Ordinary,Clich,an overused and therefore uninteresting word or phrase.,This is an old Clich that a trouble shared is a trouble halved.,
Ordinary,Derivative,derived from something unoriginal.,The concept ambitious; but Derivative so it disappeared without a trace.,
Ordinary,Hackneyed,overused and therefore uninteresting.,The concept of an evil corporation is pretty Hackneyed at this point.,
Ordinary,Humdrum,boring or unexciting.,She liked the movie; but I thought it was Humdrum.,
Ordinary,Mundane,boring or unexciting.,The executive was sick and tired of hearing Mundane answers.,
Ordinary,Pedestrian,boring or unexciting.,He lived a Pedestrian life.,
Ordinary,Platitude,an overused and therefore uninteresting word or phrase.,His speech was filled with familiar Platitudes about the value of hard work and,
Ordinary,Plebeian,very common; ordinary or unrefined.,He wondered what the people at the club would think of his Plebeian origins.,
Ordinary,uotidian,occurring everyday and therefore ordinary.,They used to have uotidian quarrels that every couple usually has.,
Ordinary,Trite,overused and therefore uninteresting.,Trite phrases in his letter did not amuse his girlfriend.,
Sad/depressed,Anguish,mental and physical pain or suffering,They watched in Anguish as fire spread through the house.,
Sad/depressed,Bereaved,sad because of having lost a relative or close one because of death.,The grief of his Bereaved parents seemed infinite.,
Sad/depressed,Bereft,deprived of something or someone.,He was completely Bereft when his wife died.,
Sad/depressed,Bleak,depressing or without hope.,His condition had stabilized somewhat; and his future no longer looked,
Sad/depressed,Crestfallen,sad and disappointed.,She was Crestfallen when she found out she hadn't got the job.,
Sad/depressed,Dejected,sad and depressed.,She looked so Dejected when she lost the game.,
Sad/depressed,Desolate,sad and lonely,This is a Desolate house; abandoned many years ago.,
Sad/depressed,Despondent,sad and depressed.,I had never seen them looking so Despondent.,
Sad/depressed,Forlorn,sad and lonely sad and lonely.,She looked so Forlorn; standing there in the rain.,
Sad/depressed,Lachrymose,sad and tearful.,The Lachrymose mourners at the funeral required a steady supply of tissues.,
Sad/depressed,Lament,express sadness for something.,She Lamented over the loss of her best friend.,
Sad/depressed,Lugubrious,sad and disappointed,The dim lighting in the disappointed lighting in the restaurant makes eating,
Sad/depressed,Melancholy,sadness or depression.,There is a deep Melancholy in his black and white photography.,
Sad/depressed,Plaintive,sad and mournful.,We could hear the Plaintive cries of wounded people.,
Sad/depressed,Woe,great sorrow.,The earthquake and tsunami brought Woe and suffering.,
Short lived,Ephemeral,lasting for a short time.,Capturing those Ephemeral images has been a challenge to generations of,
Short lived,Evanescent,lasting for a short time.,An Evanescent bubble.,
Short lived,Fleeting,lasting for a short time.,I had a Fleeting desire to jump into the cool lake; but I kept on hiking.,
Short lived,Transient,temporary.,These are short term Transient benefits at the expense of long term growth.,
Short lived,Transitory,temporary.,A Transitory panic struck me when I realized that we had left the baby in the car.,
Sulking / bad tempered,Dudgeon,a feeling of offense or deep resentment,the manager walked out in deep dudgeon,
Sulking / bad tempered,Dour,bad tempered or gloomy,The city; drab and Dour by day; is transformed at night.,
Sulking / bad tempered,Morose,bad tempered; bilious,She was increasingly reclusive and Morose.,
Sulking / bad tempered,Peevish,irritable.,I would rather figure things out on my own than ask that Peevish librarian for,
Sulking / bad tempered,Petulant,childishly silly or bad tempered. Pettish,He is a Petulant man; who is always blaming everyone else for his problems.,
Sulking / bad tempered,Irascible,having a tendency to be easily angered,an irascible and difficult man,
Sulking / bad tempered,Umbrage,Offence or annoyance,she took umbrage at his remarks,
Sulking / bad tempered,Pout,be irritable or bad tempered.,He has been accused of selfishness; but he does not Pout now.,
Sulking / bad tempered,Saturnine,serious; threatening or gloomy.,The men awaiting interrogation by the police shared a Saturnine silence.,
Sulking / bad tempered,Sullen,bad tempered.,Bob looked pale and Sullen.,
To make unnecessary,Gratuitous,done without any good reason ; uncalled for.,The film was criticized for its Gratuitous violence.,
To make unnecessary,OBVIATE,make (an action) unnecessary.,The new medical treatment OBVIATEs the need for surgery.,
To make unnecessary,X NECESSITATE,to make necessary.,New safety regulations necessitated adding a railing to the stairs.,
To make unnecessary,X Warrant,to make necessary or justify.,The deepening gloom about the economy may well warrant such an aggressive,
Unimportant,EXPENDABLE,not necessary ; can be done without.,Travel is sometimes considered an EXPENDABLE luxury when finances get tight.,
Unimportant,FRINGE,not main part of something.,FRINGE players do not get as much attention as main players do.,
Unimportant,INCIDENTAL,of minor importance or consequence.,You may incur some INCIDENTAL expenses on the trip.,
Unimportant,INCONSEQUENTIAL,not important.,That is an INCONSEQUENTIAL problem compared to the other issues.,
Unimportant,NUGATORY,having no value.,Rise in consumer spending this year is likely to be NUGATORY .,
Unimportant,PERIPHERAL,not main or important.,If we focus too much on PERIPHERAL issues; we will lose sight of the goal.,
Unimportant,PICAYUNE,of little importance.,A PICAYUNE amount.,
Excess excessive patriotis,Chauvinism,extreme patriotism.,Soldiers made chauvinistic comments about the war.,
Excess excessive patriotis,Fanatic,someone who shows extreme enthusiasm for something especially religion or,Fanatics are calling out for a war with Paistan.,
Excess excessive patriotis,Jingoism,extreme patriotism.,Unnecessary bellicosity and Jingoism is detrimental to peace and prosperity,
Excess excessive patriotis,Zealot,a fanatic.,The military general behaved lile a zealot when it came to discussing dispute,
Dry extremely wet,Arid,completely dry.,Nothing grows in these Arid regions.,
Dry extremely wet,Desiccated,completely dried.,These lands are Desiccated by the dry winds and direct sunlight.,
Dry extremely wet,Parch,mae or become dry.,A drought is Parching much of the land in this country.,
Dry extremely wet,Sear,make or become dry.,Inadeuate precipitation has Seared the whole region.,
Dry extremely wet,X Deluge,a flood of water.,Spring rains can trigger a deluge of water.,
Dry extremely wet,X Drench,become wet.,We were caught in the rain and got drenched.,
Dry extremely wet,X Inundate,to flood with water.,By the middle of this month seasonal monsoons are expected to further,
Dry extremely wet,X Seep,to leak slowly.,Water was beginning to seep through the cracks.,
Dry extremely wet,X Sodden,soaked in water or any liquid.,Because it was raining heavily we arrived home completely sodden.,
Dry extremely wet,X Steeped,to soap in water or any liuqid,Steep the fruit in brandy overnight.,
Increase,Accretion,a gradual increase,Learning the Accretion of new data in memory depends on short-term memory.,
Increase,Aggrandize,increase in rank;value;status; etc.;,Her sole aim is to Aggrandize herself.,
Increase,Augment,increase.,The recent speech of the president Augmented tensions in the Middle East ilate,
Increase,Enhance,increase.,This is an opportunity to Enhance the reputation of the company,
Increase,Proliferate,grow or increase rapidly.,Books and articles on this subect have Proliferated over the last year.,
Increase,Wax,grow or increase.,The suns energy output varies sligtly as sunspots Wax on the star's surface.,
Lessen in intensity,Abate,become less intense.,They waited for the crowd's anger to Abate.,
Lessen in intensity,Ebb,become less intense.,We will talk to him when his anger Ebbs.,
Lessen in intensity,Recede,move back or become faint or distant.,The sound of te truck Receded into the distance.,
Lessen in intensity,Subside,become less intense.,She waited nervously for his anger to Subside.,
Lucky / Unlucky,Fortuitous,favorable or happening at a good time.,His success depended on a Fortuitous combination of circumstances.,
Lucky / Unlucky,Opportune,favorable or happening at a good time.,The offer could not have come at a more Opportune moment.,
Lucky / Unlucky,Propitious,favorable or happening at a good time.,It was not a Propitious time to start a new business.,
Lucky / Unlucky,Serendipity,fortunate occurence of events by chance.,Meeting her like that; and there of all places; was truly a Serendipity!,
Lucky / Unlucky,X Despair,complete lack of hope.,A deep sense of despair overwhelmed him.,
Lucky / Unlucky,X Hapless,unlucky.,Neither of the hapless officers obtained any evidence of the crime.,
Lucky / Unlucky,X Wretched,unlucky or pitiable.,The wretched man did not have a single friend.,
Pain /suffering,Adversity,difficulty or misfortune.,He overcame many personal adversities.,
Pain /suffering,Afflictions,pain or suffering.,They sympathized with us in our affliction.,
Pain /suffering,Mishap,an unfortunate accident.,managed to get home without any Mishap.,
Pain /suffering,Ordeals,difficult or painful experience.,His final ordeal might have inspired great self-pity though he displayed no hint of,
Pain /suffering,Trials,a difficult experience trouble or grief.,This film is as much about celebration as it is about Trials.,
Pain /suffering,Tribulation,trouble pain or suffering.,Life is full of Tribulations.,
Reduce,Constrict,restrict.,Film- makers of that time were Constricted by the censors.,
Reduce,Contract,become shrunk.,The universe is expanding rather than Contracting.,
Reduce,Curtail,reduce.,The cricket match was Curtailed to 20 overs a side.,
Reduce,Dwindle,reduce.,Support for the party has Dwindled.,
Reduce,Flag,lose energy; interest; etc.;,It had been a long day and the children were beginning to Flag.,
Reduce,Wane,reduce.,Her enthusiasm for the whole idea was waning rapidly.,
Combine,Amalgamate,to combine.,The company has now Amalgamated with another local firm.,
Combine,Coalition,a combination of 2 or more things.,The two party leaders have to cooperate in a Coalition government.,
Combine,Conflate,to join.,The issues of race and class are separate and should not be Conflated.,
Combine,Meld,mix together or join.,We've choosen our favorite houses that Meld style with globally conscious living.,
Combine,Synthesis,a combination or mixture of 2 or more things,Our culture has a Synthesis of traditional and modern values.,
Relevant,Apposite,relevant.,Her remarks are extremely Apposite to the present discussion.,
Relevant,Apropos,appropriate,Lets discuss this on an Apropos moment.,
Relevant,Germane,relevant.,These remarks are Germane to the discussion.,
Relevant,Pertinent,relevant.,Please keep your comments Pertinent to the topic under discussion.,
Remembering the past,Hindsight,look back at a situation after it has happened.,What looks obvious in Hindsight was not at all obvious at the time.,
Remembering the past,Nostalgia,sentimental desire or thought for the happy past time.,She is filled with Nostalgia for her own college days.,
Remembering the past,Reminiscence,remembering past time.,The book is a collection of his Reminiscence about the actress.,
Remembering the past,Retrospect,look back at a situation after it has happened.,In Retrospect; the decision seems etremely odd.,
Remembering the past,Wistfully,showing a vague or regretful desire for past time.,If only I had known you then; he said Wistfully.,
Shortage / lack of,Dearth,lack of.,There was a Dearth of reliable information on the subject.,
Shortage / lack of,Deficit,shortage.,We don't know whether a serotonin Deficit causes depression or is itself a,
Shortage / lack of,Deprived,prevented from having something.,Deprived of regular income; many homeowners are falling behind with their,
Shortage / lack of,Devoid,lacking in.,The letter was Devoid of warmth and feeling.,
Shortage / lack of,Paucity,lack of.,There was a a Paucity of information.,
Shortage / lack of,Vacuous,empty or lacking in intelligence.,Although the suggestions are overly simple; they are not Vacuous.,
Spend lavishly,Dissipate,spend excessively or wastefully.,If you win the lottery; you might suddenly find yourself with a group of friends,
Spend lavishly,Prodigal,spending or wasting ( money; resources ) excessively.,Marriage of his son involved Prodigal expenditure.,
Spend lavishly,Profligate,spending or wasting ( money; resources )excessively.,A Profligate nation may have good reason to run up debts.,
Spend lavishly,Spendthrift,a person who spends excessively.,Most wealthy boys are naturally inclined to be Spendthrifts.,
Spend lavishly,Squander,spend excessively or wastefully.,He Squandered all his money on gambling.,
Sure /certain,Absolute,complete; with no limitations.,You're wrong; she said with Absolute certainty.,
Sure /certain,Categorical,clear; direct or unconditional.,He is known for making Categorical statements.,
Sure /certain,Certitude,sure or certain.,'You will like Rome;' he said with Certitude.,
Sure /certain,Conviction,a firm .,He said he agreed; but his voice lacked Conviction.,
Sure /certain,Emphatic,clear; forceful or strongly expressive.,He was Emphatic that he could not work with her.,
Sure /certain,Incontrovertible,can not be denied or contradicted.,There is enormous; Incontrovertible evidence.,
Sure /certain,Unqualified,not limited or restricted.,The newspaper lavished Unqualified praise on the actor.,
Sure /certain,X Contingent,dependent on,A good score is contingent on the amount of hard work you put in.,
Sure /certain,X Provisional,temporary or conditional.,Some skeptics contend that science can never end because all knowledge is,
Sure /certain,X Qualify,add conditions or limitations to.,I want to qualify what I said earlierI didn't mean he couldn't do the job; only,
Sure /certain,X Tentative,not sure or certain.,A tentative smile on his face.,
Swell,Distend,swell.,Starving children develop huge Distended stomachs.,
Swell,Tumid,swollen.,A Tumid belly.,
Swell,Turgid,swollen.,After the accident; his head became Turgid.,
Fertile,Arable,fertile.,Bees do not occupy and use up Arable land.,
Fertile,Fecund,fertile.,If water can be located in other areas; arid land can readily be made Fecund.,
Fertile,Verdant,covered with plants or green grass.,Rain has made the whole village Verdant.,
Fertile,X Barren,infertile.,The land was barren; and food and water were not plentiful.,
Uncertain in meaning,Ambiguous,unclear ; open to more than one meaning.,Her story was deliberately Ambiguous.,
Uncertain in meaning,Ambivalent,having mixed feelings or opinions.,She seems to feel Ambivalent about her new job.,
Uncertain in meaning,Equivocal,unclear ; open to more than one meaning.,She gave an Equivocal answer.,
Unwilling to spend,Closefisted,unwilling to spend money.,Whenever it comes to paying his rent he becomes Closefisted.,
Unwilling to spend,Frugal,using money or resources carefully.,He has always been hard- working and Frugal.,
Unwilling to spend,Miserly,unwilling to spend money.,He is a Miserly man.,
Unwilling to spend,Niggardly,unwilling to spend money.,As he is a Niggardly man; he always makes his friends spend.,
Unwilling to spend,Parsimonious,unwilling to spend money or resources.,He was Parsimonious so hated to give more than was absolutely necessary.,
Unwilling to spend,Skinflint,someone who is unwilling to spend money.,The old Skinflint never paid me for my work.,
Unwilling to spend,Stingy,reluctant to give or spend.,Don't be so Stingy with your marketing budget.,
Unwilling to spend,Stint,provide very less or be very frugal.,She never Stints on the food at her parties.,
Unwilling to spend,Thrift,spending carefully and wisely.,The artificial reduction of interest rates discourages normal Thrift and saving.,
Unwilling to spend,Tightfisted,unwilling to spend money.,My father becomes Tightfisted whenever I demand too much pocket money.,
Very high price,Exorbitant,very high price.,It is a good hotel; but the prices are Exorbitant.,
Very high price,Gouging,very high price.,Housing shortages permit landlords to charge Gouging rents.,
Very high price,Prohibitive,very high price.,The price of property in the city is Prohibitive.,
Very less,Marginal,very less.,The story will only be of Marginal interest to our readers.,
Very less,Meager,very less or inadequate.,She supplements her meagre income by cleaning at night.,
Very less,Negligible,small or insignificant.,The cost was Negligible.,
Very less,Paltry,very less.,His account offers a Paltry 1% return on your investment.,
Very less,Scanty,very less.,Details of his life are Scanty.,
Very less,Skimpy,very less.,They provided only Skimpy details.,
Very less,Spare,Frugally restricted or meager.,Since he was obese; the doctor recommended him a Spare diet.,
Very less,Sparse,very less or restricted,Sparse sounds like Parsi(one group of people);who are not many in INDIA but,
Very less,Sparse,very less or restricted,Your students must be writing only short; Sparse; simple equations.,
wealthy,Affluent,very wealthy.,I live in a very Affluent neighborhood.,
wealthy,Opulent,very wealthy.,The former ruler left behind signs of an Opulent life.,
Breaking a rule,Breach,break a rule; law; etc.;,There is a Breach of contract and copyright infringement.,
Breaking a rule,Flout,break a rule; law; etc.;,Motorists regularly Flout the law.,
Breaking a rule,X Abide,agree with a rule; law; etc.;,The act does not spell out any consequences for failing to abide the rule.,
Breaking a rule,X Adhere,agree with a rule; law; etc.;,Some corporations don't have any particular moral standard to which they,
Cancel / take back,Annul,cancel.,Their marriage was Annulled after just two months.,
Cancel / take back,Disavow,disown or repudiate.,The coach Disavowed responsibility for the player's behavior.,
Cancel / take back,Gainsay,deny or contardict.,Nobody can Gainsay his claims.,
Cancel / take back,Null,invalidate or nullify.,The contract was Nulled after a lot of thought.,
Cancel / take back,Recant,withdraw ( a statement; opinion; etc ).,He had to publicly Recant his critical remarks about her.,
Cancel / take back,Renege,go back on your promise.,They had promised to pay her tuition; but they later Reneged.,
Cancel / take back,Repeal,cancel a rule; law; etc.;,The committee does not have the power to Repeal the ban.,
Cancel / take back,Repudiate,reject; refuse or deny.,Our leaders should Repudiate this sort of fatalism.,
Cancel / take back,Rescind,cancel a rule; law; etc.;,The company later Rescinded his membership.,
Cancel / take back,Retract,withdraw ( a statement; opinion; etc ).,He made a false confession; which he later Retracted.,
Cancel / take back,Revoke,cancel a rule; law; etc.;,The judge Revoked the driving license of the criminal.,
Cancel / take back,Void,invalidate or nullify.,Because they were not happy in their marriage; they had it Voided.,
Cancel / take back,Brackish,unpleasant or distasteful,Finally; a Brackish tide of pessimism has descended upon the country.,
Cancel / take back,Carrion,decaying flesh,The victims attract crows feasting on human Carrion.,
Cancel / take back,Putrefaction,decay or rot,The smell was awful and Putrefaction had already set in.,
Cancel / take back,Rancid,having an unpleasant smell or taste,There was a Rancid smell coming from the kitchen.,
Cancel / take back,X Wholesome,good for health,Inspectors ensure that food is pure and wholesome.,
Energizing,Invogorating,energizing.,The appeal of this environment is strong and invigorating.,
Energizing,Revitaliing,energiing.,For relaxation; guests can enjoy Revitaliing services at the onsite spa.,
Energizing,Rousing,eciting or energetic.,The team was given a Rousing reception y the fans.,
Energizing,X Sedative,making calm.,Before the test starts; you will be given a mild sedative to help you relax.,
Energizing,X Soporific,causing sleep.,The movie had a soporific effect on the audience.,
Energizing,Extraneous,extra and therefore not required.,We do not want any Extraneous information on the page.,
Energizing,Redundant,extra and therefore not required.,The picture has too much Redundant detail.,
Energizing,Superfluous,extra or unnecessary.,He may have felt any extra knowledge was Superfluous.,
Famous important person,Eminent,famous or important.,Vijay Mallya is an Eminent peronality in the business world.,
Famous important person,Luminary,a famous person who inspires future generations.,He has played with all the great jazz luminaries.,
Famous important person,Pre- Eminent,superior or better than all others.,Dickens was preeminent among English writers of his day.,
Famous important person,Stature,fame or reputation.,She is an actress of considerable Stature.,
Greed,Avarice,greed.,The man was now blinded by his own Avarice.,
Greed,Covetous,greedy.,It's also vulnerable to theft; Covetous family members and demands for loans,
Greed,Cupidity,greed.,His Cupidity was tempted; his every weakness exploited.,
Greed,Rapacious,greedy.,Insurance companies are Rapacious and are not in the business of optimizing,
Main job / profession,Vocation,main job.,Although he could not have known it at the time; he had found his Vocation.,
Main job / profession,X Avocation,a hobby.,Our doctor's avocation is painting.,
Overly noisy,Boisterous,noisy and energetic.,It was a challenge to keep the Boisterous crowd in control.,
Overly noisy,Cacophony,a discordant mixture of sounds.,She could not hear him because of the Cacophony in the stadium.,
Overly noisy,Clamor,loud and continued noise.,The Clamor of traffic was deafening.,
Overly noisy,Clangor,a loud; resonant sound.,The Clangor of music was heard again.,
Overly noisy,Din,a continued loud or tumultuous sound.,The Din was sometimes worse on the platforms; topping out at 102 decibels.,
Overly noisy,Discordant,harsh; unpleasant sound.,He was not selected because people found his music Discordant.,
Overly noisy,Inaudible,can not be heard.,She spoke in an almost Inaudible voice.,
Overly noisy,Obstreperous,noisy and difficult to control.,It was no use trying to teach the Obstreperous boys.,
Overly noisy,Rambunctious,noisy and difficult to control.,We were fed up of the Rambunctious tennagers who have recently shifted in our,
Overly noisy,Raucous,harsh; unpleasant sound.,The music grew more and more Raucous as the evening went on.,
Overly noisy,Strident,making or having a harsh sound.,The Strident ringing of the phone annoys me.,
Overly noisy,Uproar,a state of violent and noisy disturbance.,Her comments provoked a huge Uproar from the audience.,
Overly noisy,Vociferous,crying out noisily; clamorous.,The beauty of the birds is in their spectacular flights and Vociferous calls heard,
Overly noisy,X Euphony,pleasant sound.,The child slept while hearing his mother's euphonious voice.,
Overly noisy,X Mellifluous,pleasant sound.,She has a a soft; mellifluous voice.,
Overly noisy,X Melodious,pleasant sound.,A melodious song could be heard from across the lake.,
Planned / x spontaneously,Calculated,done it planning.,He took a Calculated risk to solve the problem.,
Planned / x spontaneously,Deliberate,done with planning.,The two are not identical ; and is continued equating the two is Deliberate on his,
Planned / x spontaneously,Forethought,careul planning or thought for future.,Some Forethought and preparation are necessary before you embark on the,
Planned / x spontaneously,Intentional,done with planning.,I am sorry I forgot to put your name on the list-it wasn't Intentional.,
Planned / x spontaneously,Premeditated,done with planning.,The killing was not Premeditated.,
Planned / x spontaneously,Studied,done with planning.,She introduced herself with Studied casualness.,
Planned / x spontaneously,X Extemporaneous,done without preparation.,The speech was extemporaneous and is not included in his published papers.,
Planned / x spontaneously,X Impetuous,done without preparation.,His choices are flashy impetuous and never uninteresting,
Planned / x spontaneously,X Apace,swiftly;quickly,work done apace.,
Planned / x spontaneously,X Impromptu,done without preparation.,They often held impromptu meetings at their house.,
Planned / x spontaneously,X Improvise,do without planning or preparation,It's the kind of game that asks players to improvise and act silly.,
Planned / x spontaneously,Offhand,done without planning or preparation.,His offhand comments about the day's situations will be greatly missed.,
Resolution / determined,Dogged,persistent.,Dogged tourists have been shooting the same picture from the same spot on the,
Resolution / determined,Endure,to tolerate without giving up.,They had to Endure a long wait before the case came to trial.,
